episode,env_steps,return,length,success,collisions,final_dist_m,goal_dist_m,alpha,curriculum_max_dist_m,target_entropy,stuck
2095,230955,21.58,15,0,6,1.258,4.691,0.0301,5.85,-6.0,1
2096,231121,133.43,166,1,4,0.277,5.25,0.0295,5.85,-6.0,0
2097,231139,124.64,18,1,0,0.22,2.774,0.0295,5.85,-6.0,0
2098,231157,14.72,18,0,5,2.117,4.679,0.0294,5.85,-6.0,1
2099,231185,35.3,28,0,5,0.676,5.346,0.0293,5.85,-6.0,1
2100,231190,115.59,5,1,0,0.12,1.704,0.0292,5.85,-6.0,0
2101,231216,19.1,26,0,5,1.753,4.793,0.0291,5.85,-6.0,1
2102,231241,128.94,25,1,0,0.226,3.245,0.0291,5.85,-6.0,0
2103,231388,-34.24,147,0,7,6.695,5.406,0.0286,5.85,-6.0,1
2104,231478,-22.86,90,0,15,2.73,3.894,0.0284,5.85,-6.0,1
2105,231505,149.64,27,1,0,0.219,5.318,0.0283,5.85,-6.0,0
2106,231712,-2.3,207,0,10,1.569,4.373,0.0282,5.85,-6.0,1
2107,231818,119.01,106,1,6,0.228,3.859,0.0277,5.85,-6.0,0
2108,231877,0.27,59,0,7,2.828,4.55,0.0276,5.85,-6.0,1
2109,231894,27.34,17,0,5,0.541,4.36,0.0275,5.85,-6.0,1
2110,232394,-9.54,500,0,16,1.136,5.682,0.0268,5.85,-6.0,0
2111,232443,-18.14,49,0,9,2.502,2.733,0.0268,5.85,-6.0,1
2112,232456,143.69,13,1,0,0.283,4.717,0.0268,5.85,-6.0,0
2113,232956,-114.12,500,0,11,11.983,5.271,0.0266,5.85,-6.0,0
2114,232972,144.79,16,1,2,0.161,5.12,0.0265,5.85,-6.0,0
2115,232984,150.56,12,1,0,0.084,5.2,0.0264,5.85,-6.0,0
2116,233007,147.57,23,1,0,0.237,5.109,0.0264,5.85,-6.0,0
2117,233013,-11.82,6,0,5,4.792,4.64,0.0264,5.85,-6.0,1
2118,233094,143.68,81,1,4,0.248,5.821,0.0262,5.85,-6.0,0
2119,233110,135.2,16,1,0,0.297,3.897,0.0262,5.85,-6.0,0
2120,233121,-6.25,11,0,8,1.264,2.295,0.0262,5.85,-6.0,1
2121,233509,-54.77,388,0,34,4.387,3.851,0.0267,5.85,-6.0,1
2122,233580,15.92,71,0,8,1.332,4.879,0.0265,5.85,-6.0,1
2123,233608,149.46,28,1,0,0.251,5.337,0.0264,5.85,-6.0,0
2124,234108,-26.19,500,0,1,5.638,5.72,0.0256,5.85,-6.0,0
2125,234608,-54.03,500,0,13,4.665,4.363,0.0257,5.85,-6.0,0
2126,234619,149.98,11,1,0,0.173,5.226,0.0257,5.85,-6.0,0
2127,235119,-12.3,500,0,41,1.153,5.423,0.0257,5.85,-6.0,0
2128,235135,146.88,16,1,0,0.261,5.029,0.0257,5.85,-6.0,0
2129,235141,-8.97,6,0,5,1.157,1.29,0.0257,5.85,-6.0,1
2130,235159,13.29,18,0,5,2.677,5.096,0.0257,5.85,-6.0,1
2131,235169,0.44,10,0,5,1.888,2.981,0.0669,5.85,-6.0,1
2132,235234,-7.22,65,0,25,2.292,4.895,0.0623,5.85,-6.0,1
2133,235251,30.2,17,0,5,1.094,5.198,0.0614,5.85,-6.0,1
2134,235258,-1.26,7,0,5,1.114,2.024,0.061,5.85,-6.0,1
2135,235275,-0.95,17,0,9,3.481,5.271,0.0603,5.85,-6.0,1
2136,235324,125.64,49,1,0,0.239,3.048,0.0586,5.85,-6.0,0
2137,235347,28.91,23,0,5,1.072,5.078,0.0578,5.85,-6.0,1
2138,235360,18.01,13,0,5,2.668,5.534,0.0573,5.85,-6.0,1
2139,235376,143.39,16,1,0,0.25,4.669,0.0569,5.85,-6.0,0
2140,235397,15.74,21,0,6,2.606,5.485,0.0562,5.85,-6.0,1
2141,235403,-6.67,6,0,5,4.625,4.988,0.0561,5.85,-6.0,1
2142,235903,-14.87,500,0,2,2.687,4.1,0.0458,5.85,-6.0,0
2143,236403,-30.9,500,0,2,5.558,5.369,0.0397,5.85,-6.0,0
2144,236468,-73.13,65,0,14,8.326,4.138,0.0392,5.85,-6.0,1
2145,236513,-25.55,45,0,14,5.27,5.739,0.0388,5.85,-6.0,1
2146,237013,-28.72,500,0,0,4.857,4.485,0.035,5.85,-6.0,0
2147,237024,137.64,11,1,1,0.186,4.205,0.0349,5.85,-6.0,0
2148,237524,-30.94,500,0,41,1.884,4.29,0.032,5.85,-6.0,0
2149,237692,-19.1,168,0,15,2.035,3.966,0.0313,5.85,-6.0,1
2150,237711,-0.92,19,0,6,4.257,5.46,0.0312,5.85,-6.0,1
2151,237734,135.93,23,1,7,0.219,5.327,0.031,5.55,-6.0,0
2152,237899,121.76,165,1,0,0.299,3.3,0.0304,5.55,-6.0,0
2153,238287,-12.59,388,0,33,1.729,5.41,0.0289,5.55,-6.0,1
2154,238787,-24.32,500,0,4,2.412,3.279,0.0271,5.55,-6.0,0
2155,238792,116.08,5,1,0,0.222,1.855,0.0271,5.55,-6.0,0
2156,239110,-32.64,318,0,19,2.868,4.195,0.0263,5.55,-6.0,1
2157,239136,31.06,26,0,7,0.591,5.226,0.0262,5.55,-6.0,1
2158,239158,-34.99,22,0,8,7.208,5.419,0.0262,5.55,-6.0,1
2159,239658,-32.15,500,0,0,5.591,4.877,0.0257,5.55,-6.0,0
2160,239680,20.8,22,0,9,1.139,5.129,0.0257,5.55,-6.0,1
2161,239817,-13.47,137,0,11,2.476,4.014,0.0255,5.28,-6.0,1
2162,239867,144.95,50,1,0,0.227,4.973,0.0254,5.28,-6.0,0
2163,239884,104.41,17,1,2,0.255,1.181,0.0253,5.28,-6.0,0
2164,239925,-29.15,41,0,9,5.294,4.383,0.0252,5.28,-6.0,1
2165,239968,8.99,43,0,11,1.108,4.422,0.0251,5.28,-6.0,1
2166,240001,131.03,33,1,7,0.252,4.92,0.0251,5.28,-6.0,0
2167,240036,145.18,35,1,0,0.295,4.988,0.0252,5.28,-6.0,0
2168,240054,137.65,18,1,2,0.285,4.54,0.0252,5.28,-6.0,0
2169,240554,-33.56,500,0,3,2.828,2.572,0.0254,5.28,-6.0,0
2170,240569,140.04,15,1,0,0.284,4.363,0.0254,5.28,-6.0,0
2171,241069,-54.13,500,0,8,5.34,4.028,0.0252,5.28,-6.0,0
2172,241218,-22.91,149,0,20,1.246,2.7,0.0251,5.28,-6.0,1
2173,241239,146.31,21,1,0,0.182,4.918,0.025,5.28,-6.0,0
2174,241277,138.58,38,1,4,0.247,5.096,0.025,5.28,-6.0,0
2175,241290,133.13,13,1,0,0.284,3.662,0.025,5.28,-6.0,0
2176,241311,112.53,21,1,3,0.272,2.23,0.025,5.28,-6.0,0
2177,241321,132.33,10,1,0,0.228,3.511,0.0249,5.28,-6.0,0
2178,241326,119.56,5,1,0,0.294,2.275,0.0249,5.28,-6.0,0
2179,241520,-1.36,194,0,16,1.414,5.248,0.0251,5.28,-6.0,1
2180,241564,1.1,44,0,9,1.323,3.453,0.0251,5.28,-6.0,1
2181,241587,141.96,23,1,3,0.246,5.157,0.0661,5.28,-6.0,0
2182,241599,-4.1,12,0,5,2.684,3.334,0.0656,5.28,-6.0,1
2183,241605,-5.98,6,0,5,4.461,4.893,0.0654,5.28,-6.0,1
2184,241610,-10.25,5,0,5,2.446,2.446,0.0651,5.28,-6.0,1
2185,241651,133.37,41,1,0,0.211,3.753,0.0628,5.28,-6.0,0
2186,241657,-9.96,6,0,5,3.242,3.276,0.0624,5.28,-6.0,1
2187,242093,-33.07,436,0,29,1.028,2.901,0.0491,5.28,-6.0,1
2188,242189,0.07,96,0,21,1.687,5.174,0.0474,5.28,-6.0,1
2189,242689,-30.35,500,0,3,3.138,3.203,0.0405,5.28,-6.0,0
2190,242695,-10.84,6,0,5,4.313,4.259,0.0404,5.28,-6.0,1
2191,242720,21.02,25,0,7,1.194,4.821,0.0402,5.28,-6.0,1
2192,242731,-9.16,11,0,6,2.193,2.532,0.0401,5.28,-6.0,1
2193,242746,140.32,15,1,0,0.225,4.332,0.0399,5.28,-6.0,0
2194,242786,127.12,40,1,6,0.175,4.287,0.0395,5.28,-6.0,0
2195,242797,123.1,11,1,0,0.255,2.62,0.0394,5.28,-6.0,0
2196,242851,127.46,54,1,0,0.25,3.266,0.0388,5.28,-6.0,0
2197,242857,-12.48,6,0,5,4.581,4.363,0.0387,5.28,-6.0,1
2198,243357,-13.73,500,0,20,0.765,4.893,0.0346,5.28,-6.0,0
2199,243376,131.97,19,1,0,0.2,3.492,0.0345,5.28,-6.0,0
2200,243380,112.3,4,1,0,0.258,1.507,0.0344,5.28,-6.0,0
2201,243394,142.84,14,1,0,0.262,4.616,0.0343,5.28,-6.0,0
2202,243894,-62.61,500,0,12,5.638,4.277,0.0312,5.28,-6.0,0
2203,243918,3.94,24,0,9,1.522,3.836,0.031,5.28,-6.0,1
2204,243946,145.09,28,1,0,0.267,4.916,0.0308,5.28,-6.0,0
2205,244014,109.43,68,1,3,0.265,2.148,0.0305,5.28,-6.0,0
2206,244026,0.37,12,0,7,0.738,2.235,0.0304,5.28,-6.0,1
2207,244085,132.45,59,1,0,0.177,3.717,0.0301,5.28,-6.0,0
2208,244138,135.78,53,1,0,0.114,3.957,0.0298,5.28,-6.0,0
2209,244155,147.85,17,1,0,0.259,5.129,0.0297,5.28,-6.0,0
2210,244165,-6.59,10,0,5,3.695,4.086,0.0296,5.28,-6.0,1
2211,244172,127.66,7,1,0,0.107,2.909,0.0296,5.28,-6.0,0
2212,244596,4.92,424,0,6,0.67,4.482,0.0281,5.28,-6.0,1
2213,244628,127.98,32,1,0,0.22,3.178,0.028,5.28,-6.0,0
2214,244634,111.28,6,1,2,0.211,1.768,0.028,5.28,-6.0,0
2215,245134,-73.08,500,0,3,9.087,4.879,0.0266,5.28,-6.0,0
2216,245150,-11.94,16,0,7,1.398,1.684,0.0266,5.28,-6.0,1
2217,245333,116.92,183,1,1,0.289,3.096,0.0262,5.28,-6.0,0
2218,245833,-38.44,500,0,8,4.181,4.437,0.0258,5.28,-6.0,0
2219,246092,106.68,259,1,29,0.166,5.129,0.0253,5.28,-6.0,0
2220,246109,146.1,17,1,0,0.209,4.904,0.0253,5.28,-6.0,0
2221,246128,-17.11,19,0,10,2.007,2.391,0.0252,5.28,-6.0,1
2222,246358,0.19,230,0,14,0.633,4.601,0.0248,5.28,-6.0,1
2223,246378,19.82,20,0,5,1.879,4.961,0.0248,5.28,-6.0,1
2224,246439,-10.57,61,0,20,0.77,3.019,0.0247,5.28,-6.0,1
2225,246473,138.45,34,1,0,0.293,4.308,0.0247,5.28,-6.0,0
2226,246495,-10.38,22,0,10,2.802,3.874,0.0247,5.28,-6.0,1
2227,246509,17.16,14,0,5,1.989,4.774,0.0247,5.28,-6.0,1
2228,246681,-31.73,172,0,22,1.612,2.299,0.0247,5.28,-6.0,1
2229,246689,123.32,8,1,0,0.235,2.607,0.0247,5.28,-6.0,0
2230,247189,-37.6,500,0,1,5.339,4.28,0.0244,5.28,-6.0,0
2231,247251,12.21,62,0,11,0.601,4.332,0.0635,5.28,-6.0,1
2232,247282,-0.82,31,0,10,2.122,4.195,0.0617,5.28,-6.0,1
2233,247598,-145.62,316,0,17,13.278,3.297,0.0523,5.28,-6.0,1
2234,247606,110.87,8,1,2,0.255,1.781,0.0521,5.28,-6.0,0
2235,247777,131.18,171,1,0,0.272,4.245,0.0487,5.28,-6.0,0
2236,247883,115.89,106,1,0,0.219,2.338,0.0467,5.28,-6.0,0
2237,247888,117.76,5,1,0,0.261,2.062,0.0466,5.28,-6.0,0
2238,247894,-6.07,6,0,5,4.259,4.681,0.0465,5.28,-6.0,1
2239,248394,-31.26,500,0,3,5.146,5.12,0.0398,5.28,-6.0,0
2240,248417,138.91,23,1,0,0.3,4.306,0.0395,5.28,-6.0,0
2241,248546,-19.85,129,0,15,1.162,2.822,0.0382,5.28,-6.0,1
2242,248551,-10.25,5,0,5,4.472,4.472,0.0381,5.28,-6.0,1
2243,248563,21.97,12,0,5,1.629,4.886,0.038,5.28,-6.0,1
2244,248574,-8.47,11,0,8,4.08,4.888,0.0379,5.28,-6.0,1
2245,248579,-10.25,5,0,5,4.525,4.525,0.0379,5.28,-6.0,1
2246,248671,6.07,92,0,6,1.783,4.05,0.037,5.28,-6.0,1
2247,248691,141.34,20,1,2,0.272,4.907,0.0368,5.28,-6.0,0
2248,248702,126.93,11,1,0,0.274,3.022,0.0366,5.28,-6.0,0
2249,248829,4.39,127,0,10,1.219,4.293,0.0357,5.28,-6.0,1
2250,248897,11.4,68,0,9,1.392,4.672,0.0352,5.28,-6.0,1
2251,248902,-10.25,5,0,5,4.809,4.809,0.0352,5.28,-6.0,1
2252,249402,-24.42,500,0,2,1.348,1.806,0.0319,5.28,-6.0,0
2253,249421,122.73,19,1,0,0.261,2.628,0.0317,5.28,-6.0,0
2254,249564,-24.08,143,0,12,1.934,2.641,0.031,5.28,-6.0,1
2255,249569,114.69,5,1,0,0.293,1.787,0.0309,5.28,-6.0,0
2256,249613,125.94,44,1,0,0.268,3.081,0.0306,5.28,-6.0,0
2257,249706,114.36,93,1,1,0.261,2.362,0.03,5.28,-6.0,0
2258,249715,-9.93,9,0,6,2.338,2.589,0.03,5.28,-6.0,1
2259,249765,-17.6,50,0,5,2.246,1.736,0.0298,5.28,-6.0,1
2260,249824,-11.61,59,0,24,0.825,2.958,0.0295,5.28,-6.0,1
2261,249832,-1.33,8,0,5,3.242,4.149,0.0295,5.28,-6.0,1
2262,249850,1.34,18,0,8,2.253,4.078,0.0294,5.28,-6.0,1
2263,250350,-38.88,500,0,33,2.982,4.594,0.0275,5.28,-6.0,0
2264,250462,145.18,112,1,0,0.164,5.241,0.0271,5.28,-6.0,0
2265,250468,112.56,6,1,0,0.273,1.559,0.0271,5.28,-6.0,0
2266,250968,-70.25,500,0,17,3.387,1.861,0.026,5.28,-6.0,0
2267,251468,-16.05,500,0,6,3.14,5.235,0.0253,5.28,-6.0,0
2268,251478,130.38,10,1,0,0.202,3.29,0.0253,5.28,-6.0,0
2269,251509,136.07,31,1,0,0.153,3.914,0.0253,5.28,-6.0,0
2270,251522,140.05,13,1,0,0.013,4.083,0.0253,5.28,-6.0,0
2271,251643,126.15,121,1,0,0.282,3.502,0.0254,5.28,-6.0,0
2272,251650,129.87,7,1,0,0.298,3.32,0.0254,5.28,-6.0,0
2273,251662,12.68,12,0,5,0.796,3.125,0.0254,5.28,-6.0,1
2274,251685,-22.41,23,0,6,5.126,4.2,0.0253,5.28,-6.0,1
2275,251715,144.51,30,1,2,0.163,5.164,0.0252,5.28,-6.0,0
2276,251751,11.69,36,0,6,2.159,4.708,0.0251,5.28,-6.0,1
2277,252039,-47.97,288,0,13,4.101,3.344,0.0251,5.28,-6.0,1
2278,252349,103.93,310,1,11,0.287,4.429,0.0246,5.28,-6.0,0
2279,252365,148.26,16,1,0,0.139,5.045,0.0246,5.28,-6.0,0
2280,252375,133.28,10,1,0,0.172,3.55,0.0247,5.28,-6.0,0
2281,252397,143.15,22,1,0,0.293,4.717,0.0663,5.28,-6.0,0
2282,252408,0.92,11,0,5,2.042,3.189,0.0655,5.28,-6.0,1
2283,252413,117.8,5,1,0,0.284,2.089,0.0652,5.28,-6.0,0
2284,252429,23.94,16,0,6,0.683,4.358,0.0641,5.28,-6.0,1
2285,252644,-7.66,215,0,41,0.842,4.152,0.0558,5.28,-6.0,1
2286,252664,129.24,20,1,4,0.082,3.906,0.0552,5.28,-6.0,0
2287,252708,-12.3,44,0,7,3.226,3.616,0.054,5.28,-6.0,1
2288,253121,93.8,413,1,6,0.178,2.822,0.0463,5.28,-6.0,0
2289,253170,129.48,49,1,4,0.233,4.227,0.0456,5.28,-6.0,0
2290,253399,-31.57,229,0,9,4.217,4.005,0.0426,5.28,-6.0,1
2291,253430,143.16,31,1,0,0.106,4.577,0.0422,5.28,-6.0,0
2292,253528,127.16,98,1,0,0.267,3.473,0.0411,5.28,-6.0,0
2293,253630,2.22,102,0,21,1.308,5.04,0.04,5.28,-6.0,1
2294,253652,33.42,22,0,6,0.459,5.111,0.0398,5.28,-6.0,1
2295,253694,-11.67,42,0,19,2.361,4.404,0.0393,5.28,-6.0,1
2296,253791,-105.58,97,0,12,12.007,4.334,0.0385,5.28,-6.0,1
2297,253817,-18.67,26,0,10,4.454,4.717,0.0383,5.28,-6.0,1
2298,253856,119.85,39,1,0,0.192,2.372,0.0379,5.28,-6.0,0
2299,253873,147.59,17,1,1,0.208,5.252,0.0377,5.28,-6.0,0
2300,253895,135.49,22,1,0,0.198,3.856,0.0375,5.28,-6.0,0
2301,253914,15.05,19,0,5,0.991,3.591,0.0374,5.28,-6.0,1
2302,253923,1.73,9,0,5,3.214,4.432,0.0373,5.28,-6.0,1
2303,253939,25.23,16,0,5,1.417,5.02,0.0371,5.28,-6.0,1
2304,253950,138.93,11,1,0,0.233,4.181,0.037,5.28,-6.0,0
2305,253963,6.43,13,0,5,3.354,5.062,0.0369,5.28,-6.0,1
2306,253978,128.73,15,1,3,0.205,3.753,0.0368,5.28,-6.0,0
2307,254033,12.13,55,0,7,1.024,3.912,0.0364,5.28,-6.0,1
2308,254533,-22.9,500,0,0,4.997,5.207,0.0327,5.28,-6.0,0
2309,254569,128.6,36,1,2,0.216,3.656,0.0325,5.28,-6.0,0
2310,254604,-9.64,35,0,5,4.719,4.93,0.0323,5.28,-6.0,1
2311,254651,131.0,47,1,2,0.136,3.871,0.032,5.28,-6.0,0
2312,254673,146.9,22,1,0,0.249,5.049,0.0319,5.28,-6.0,0
2313,254707,142.36,34,1,0,0.256,4.662,0.0317,5.28,-6.0,0
2314,255207,-15.66,500,0,5,3.194,5.129,0.0295,5.28,-6.0,0
2315,255224,28.82,17,0,5,1.307,5.274,0.0295,5.28,-6.0,1
2316,255233,-1.26,9,0,6,2.311,3.43,0.0294,5.28,-6.0,1
2317,255245,-6.54,12,0,5,4.008,4.414,0.0294,5.28,-6.0,1
2318,255385,135.74,140,1,0,0.268,4.542,0.0289,5.28,-6.0,0
2319,255396,15.81,11,0,5,1.469,4.105,0.0289,5.28,-6.0,1
2320,255436,130.53,40,1,0,0.262,3.515,0.0288,5.28,-6.0,0
2321,255445,135.91,9,1,0,0.211,3.848,0.0287,5.28,-6.0,0
2322,255945,-27.39,500,0,25,0.779,3.54,0.0274,5.28,-6.0,0
2323,256112,127.91,167,1,6,0.279,5.104,0.0271,5.28,-6.0,0
2324,256130,22.34,18,0,6,0.839,4.363,0.0271,5.28,-6.0,1
2325,256168,4.17,38,0,10,1.235,3.842,0.0269,5.28,-6.0,1
2326,256190,31.89,22,0,5,0.91,5.209,0.0268,5.28,-6.0,1
2327,256205,144.26,15,1,0,0.25,4.751,0.0268,5.28,-6.0,0
2328,256222,148.66,17,1,0,0.258,5.209,0.0267,5.28,-6.0,0
2329,256303,127.42,81,1,0,0.25,3.397,0.0266,5.28,-6.0,0
2330,256320,116.26,17,1,0,0.198,1.909,0.0266,5.28,-6.0,0
2331,256343,11.75,23,0,5,0.471,2.762,0.0664,5.28,-6.0,1
2332,256397,-62.8,54,0,15,6.174,3.164,0.0649,5.28,-6.0,1
2333,256410,14.81,13,0,5,1.979,4.525,0.0643,5.28,-6.0,1
2334,256425,-12.94,15,0,10,3.592,4.373,0.0634,5.28,-6.0,1
2335,256518,112.12,93,1,1,0.291,2.169,0.0602,5.28,-6.0,0
2336,256529,131.49,11,1,0,0.252,3.457,0.0599,5.28,-6.0,0
2337,256550,3.24,21,0,7,3.378,5.207,0.0593,5.28,-6.0,1
2338,256581,-14.47,31,0,20,2.59,4.298,0.0586,5.28,-6.0,1
2339,256602,135.37,21,1,6,0.256,5.098,0.058,5.28,-6.0,0
2340,256763,-55.76,161,0,34,5.637,3.865,0.0546,5.28,-6.0,1
2341,256776,139.17,13,1,0,0.045,4.028,0.0544,5.28,-6.0,0
2342,256819,106.5,43,1,9,0.251,2.916,0.0536,5.28,-6.0,0
2343,256955,140.25,136,1,0,0.265,4.97,0.0511,5.28,-6.0,0
2344,256978,17.51,23,0,7,1.367,4.633,0.0507,5.28,-6.0,1
2345,256999,133.92,21,1,0,0.205,3.702,0.0503,5.28,-6.0,0
2346,257014,20.24,15,0,6,1.926,5.224,0.0501,5.28,-6.0,1
2347,257023,5.53,9,0,5,1.58,3.178,0.0499,5.28,-6.0,1
2348,257523,-55.82,500,0,4,6.782,4.5,0.0429,5.28,-6.0,0
2349,257538,125.76,15,1,4,0.168,3.619,0.0427,5.28,-6.0,0
2350,258038,-35.97,500,0,4,5.155,4.858,0.0378,5.28,-6.0,0
2351,258052,12.01,14,0,5,1.589,3.859,0.0376,5.28,-6.0,1
2352,258063,-10.11,11,0,7,2.437,2.881,0.0375,5.28,-6.0,1
2353,258463,-32.38,400,0,20,1.928,3.69,0.0343,5.28,-6.0,1
2354,258480,121.18,17,1,0,0.202,2.405,0.0342,5.28,-6.0,0
2355,258493,7.09,13,0,6,2.838,4.812,0.0341,5.28,-6.0,1
2356,258506,133.81,13,1,1,0.248,3.894,0.034,5.28,-6.0,0
2357,258542,8.59,36,0,11,1.135,4.373,0.0338,5.28,-6.0,1
2358,258648,16.03,106,0,6,1.837,5.17,0.0332,5.28,-6.0,1
2359,258778,125.12,130,1,7,0.297,4.858,0.0325,5.28,-6.0,0
2360,258783,-10.25,5,0,5,3.854,3.854,0.0324,5.28,-6.0,1
2361,258799,-12.97,16,0,10,3.687,4.47,0.0323,5.28,-6.0,1
2362,258812,130.7,13,1,1,0.243,3.578,0.0323,5.28,-6.0,0
2363,259312,-28.72,500,0,3,4.955,5.183,0.0299,5.28,-6.0,0
2364,259374,-6.27,62,0,14,1.704,4.187,0.0296,5.28,-6.0,1
2365,259394,4.04,20,0,7,1.376,3.279,0.0296,5.28,-6.0,1
2366,259421,8.91,27,0,12,0.523,3.949,0.0294,5.28,-6.0,1
2367,259439,25.69,18,0,5,1.548,5.207,0.0294,5.28,-6.0,1
2368,259588,-10.97,149,0,8,2.623,3.871,0.0288,5.28,-6.0,1
2369,259679,139.08,91,1,0,0.297,4.66,0.0285,5.28,-6.0,0
2370,259840,-12.63,161,0,8,1.843,2.985,0.0284,5.28,-6.0,1
2371,259892,128.06,52,1,0,0.238,3.303,0.0283,5.28,-6.0,0
2372,259916,147.06,24,1,0,0.236,5.062,0.0283,5.28,-6.0,0
2373,259926,139.72,10,1,0,0.226,4.248,0.0282,5.28,-6.0,0
2374,259934,125.66,8,1,0,0.225,2.83,0.0282,5.28,-6.0,0
2375,259958,7.59,24,0,6,1.351,3.43,0.0282,5.28,-6.0,1
2376,260346,-37.75,388,0,30,1.493,2.658,0.0272,5.28,-6.0,1
2377,260605,-29.18,259,0,7,4.152,3.929,0.0268,5.28,-6.0,1
2378,260641,143.42,36,1,2,0.176,5.098,0.0267,5.28,-6.0,0
2379,260649,115.66,8,1,0,0.298,1.903,0.0267,5.28,-6.0,0
2380,260662,-6.38,13,0,7,1.844,2.671,0.0267,5.28,-6.0,1
2381,260680,-12.55,18,0,6,0.971,1.006,0.0666,5.28,-6.0,1
2382,260693,-28.79,13,0,7,3.37,1.956,0.0662,5.28,-6.0,1
2383,260714,-40.91,21,0,5,8.029,5.042,0.065,5.28,-6.0,1
2384,260729,130.93,15,1,0,0.199,3.367,0.0642,5.28,-6.0,0
2385,260748,143.95,19,1,0,0.298,4.788,0.0633,5.28,-6.0,0
2386,260862,136.88,114,1,0,0.277,4.535,0.0588,5.28,-6.0,0
2387,260889,24.22,27,0,5,1.008,4.565,0.058,5.28,-6.0,1
2388,260915,18.41,26,0,5,0.512,3.482,0.0573,5.28,-6.0,1
2389,260930,11.59,15,0,7,0.925,3.559,0.0568,5.28,-6.0,1
2390,260945,-13.75,15,0,7,4.589,4.689,0.0564,5.28,-6.0,1
2391,260986,127.58,41,1,2,0.292,3.656,0.0553,5.28,-6.0,0
2392,261004,137.81,18,1,0,0.273,4.143,0.0547,5.28,-6.0,0
2393,261021,0.03,17,0,9,2.318,4.205,0.0543,5.28,-6.0,1
2394,261521,-26.82,500,0,0,4.856,4.674,0.0453,5.28,-6.0,0
2395,262021,-26.09,500,0,11,2.196,4.287,0.0395,5.28,-6.0,0
2396,262038,148.0,17,1,0,0.298,5.183,0.0393,5.28,-6.0,0
2397,262086,140.98,48,1,0,0.234,4.572,0.0388,5.28,-6.0,0
2398,262096,127.61,10,1,1,0.146,3.157,0.0388,5.28,-6.0,0
2399,262101,-10.25,5,0,5,2.062,2.062,0.0387,5.28,-6.0,1
2400,262136,148.05,35,1,0,0.294,5.274,0.0385,5.28,-6.0,0
2401,262158,-2.99,22,0,13,1.877,4.287,0.0383,5.28,-6.0,1
2402,262340,116.25,182,1,0,0.186,2.721,0.0366,5.28,-6.0,0
2403,262376,23.92,36,0,9,0.381,4.753,0.0363,5.28,-6.0,1
2404,262389,8.61,13,0,5,2.475,4.401,0.0362,5.28,-6.0,1
2405,262429,141.15,40,1,0,0.235,4.55,0.0359,5.28,-6.0,0
2406,262458,144.65,29,1,0,0.295,4.904,0.0357,5.28,-6.0,0
2407,262520,-32.16,62,0,26,3.556,3.65,0.0353,5.28,-6.0,1
2408,262534,15.76,14,0,6,0.99,3.836,0.0352,5.28,-6.0,1
2409,262689,-0.2,155,0,8,2.676,5.031,0.034,5.28,-6.0,1
2410,262694,-10.25,5,0,5,1.507,1.507,0.0339,5.28,-6.0,1
2411,262730,20.58,36,0,5,1.028,4.266,0.0337,5.28,-6.0,1
2412,263078,-5.96,348,0,7,1.586,4.13,0.0314,5.28,-6.0,1
2413,263578,-22.38,500,0,8,2.95,4.812,0.0293,5.28,-6.0,0
2414,263618,141.62,40,1,0,0.271,4.633,0.0292,5.28,-6.0,0
2415,263641,-8.92,23,0,7,3.564,4.187,0.0291,5.28,-6.0,1
2416,263656,113.71,15,1,0,0.258,1.704,0.029,5.28,-6.0,0
2417,263671,-6.28,15,0,8,1.912,2.958,0.0289,5.28,-6.0,1
2418,263732,-29.16,61,0,18,4.021,4.409,0.0288,5.28,-6.0,1
2419,263764,145.04,32,1,0,0.222,4.886,0.0288,5.28,-6.0,0
2420,263793,127.03,29,1,1,0.12,3.168,0.0287,5.28,-6.0,0
2421,263806,4.47,13,0,5,0.461,1.973,0.0287,5.28,-6.0,1
2422,263827,17.42,21,0,8,1.048,4.495,0.0287,5.28,-6.0,1
2423,263871,-3.7,44,0,14,0.855,3.505,0.0285,5.28,-6.0,1
2424,263895,129.02,24,1,0,0.188,3.21,0.0285,5.28,-6.0,0
2425,263905,127.87,10,1,1,0.297,3.334,0.0284,5.28,-6.0,0
2426,263924,8.2,19,0,6,1.071,3.186,0.0283,5.28,-6.0,1
2427,263930,-11.05,6,0,5,5.334,5.259,0.0283,5.28,-6.0,1
2428,263940,114.19,10,1,0,0.208,1.677,0.0283,5.28,-6.0,0
2429,263945,121.73,5,1,0,0.249,2.446,0.0282,5.28,-6.0,0
2430,263962,141.86,17,1,0,0.294,4.565,0.0282,5.28,-6.0,0
2431,263976,22.12,14,0,6,1.45,4.932,0.0669,5.28,-6.0,1
2432,264323,84.99,347,1,7,0.221,1.855,0.0562,5.28,-6.0,0
2433,264590,112.47,267,1,10,0.267,4.849,0.0508,5.28,-6.0,0
2434,264606,0.84,16,0,7,2.543,4.108,0.0505,5.28,-6.0,1
2435,264640,144.72,34,1,1,0.114,4.957,0.05,5.28,-6.0,0
2436,264680,4.2,40,0,5,2.118,3.738,0.0493,5.28,-6.0,1
2437,264698,21.59,18,0,6,1.299,4.748,0.049,5.28,-6.0,1
2438,264718,117.97,20,1,5,0.282,3.178,0.0486,5.28,-6.0,0
2439,264730,20.39,12,0,5,1.502,4.601,0.0484,5.28,-6.0,1
2440,264759,140.66,29,1,0,0.234,4.445,0.048,5.28,-6.0,0
