episode,env_steps,return,length,success,collisions,final_dist_m,goal_dist_m,alpha,curriculum_max_dist_m,target_entropy,stuck
705,79876,2.37,145,0,10,1.796,4.758,0.0506,4.76,-4.141,1
706,79896,122.53,20,1,0,0.267,2.62,0.0505,4.76,-4.141,0
707,80396,-47.06,500,0,28,1.738,2.532,0.0509,4.76,-4.149,0
708,80410,111.8,14,1,0,0.28,1.53,0.0509,4.76,-4.149,0
709,80414,111.01,4,1,0,0.229,1.35,0.0509,4.76,-4.149,0
710,80569,0.58,155,0,9,1.89,4.522,0.0515,4.76,-4.151,1
711,80590,102.13,21,1,5,0.277,1.595,0.0515,4.76,-4.151,0
712,80607,30.24,17,0,5,0.363,4.472,0.0515,4.76,-4.152,1
713,80616,133.68,9,1,0,0.264,3.677,0.0515,4.76,-4.152,0
714,81116,-17.66,500,0,17,0.916,4.65,0.0512,4.76,-4.159,0
715,81156,127.28,40,1,5,0.251,4.179,0.0509,4.76,-4.159,0
716,81162,119.99,6,1,0,0.26,2.29,0.0508,4.76,-4.159,0
717,81223,-10.32,61,0,7,1.432,2.105,0.0504,4.76,-4.16,1
718,81233,138.93,10,1,0,0.238,4.181,0.0503,4.76,-4.16,0
719,81646,-34.6,413,0,6,3.983,3.789,0.0496,4.76,-4.166,1
720,81836,-11.11,190,0,23,1.462,4.301,0.0496,4.76,-4.169,1
721,81866,127.35,30,1,0,0.247,3.132,0.0497,4.76,-4.17,0
722,82366,-40.74,500,0,4,5.405,4.631,0.0501,4.76,-4.177,0
723,82421,1.28,55,0,5,2.098,3.502,0.0499,4.76,-4.177,1
724,82432,132.37,11,1,0,0.289,3.581,0.0499,4.76,-4.178,0
725,82932,-5.64,500,0,5,0.617,3.553,0.049,4.76,-4.185,0
726,82946,-31.66,14,0,5,6.104,4.008,0.0489,4.76,-4.185,1
727,82951,-10.25,5,0,5,3.46,3.46,0.0489,4.76,-4.185,1
728,82975,141.4,24,1,0,0.273,4.532,0.0489,4.76,-4.185,0
729,83475,-9.81,500,0,1,1.612,3.331,0.0487,4.76,-4.192,0
730,83489,127.3,14,1,0,0.252,3.052,0.0486,4.76,-4.193,0
731,83496,118.47,7,1,0,0.261,2.142,0.0671,4.76,-4.193,0
732,83511,-9.64,15,0,6,4.383,4.693,0.0665,4.76,-4.193,1
733,83521,9.67,10,0,5,2.145,4.162,0.066,4.76,-4.193,1
734,83551,133.09,30,1,0,0.203,3.662,0.0643,4.76,-4.194,0
735,83629,20.56,78,0,8,0.338,4.383,0.061,4.76,-4.195,1
736,83644,-10.71,15,0,9,1.099,1.903,0.0607,4.76,-4.195,1
737,84144,-27.73,500,0,1,2.842,2.77,0.0523,4.76,-4.202,0
738,84230,112.74,86,1,0,0.269,1.973,0.0515,4.76,-4.203,0
739,84241,136.67,11,1,1,0.243,4.165,0.0514,4.76,-4.203,0
740,84266,142.92,25,1,0,0.257,4.674,0.0513,4.76,-4.204,0
741,84311,-5.4,45,0,14,1.359,3.845,0.0508,4.76,-4.204,1
742,84587,-29.84,276,0,6,4.272,3.868,0.0498,4.76,-4.208,1
743,84907,91.07,320,1,6,0.182,2.089,0.0494,4.76,-4.213,0
744,85067,-35.89,160,0,31,1.266,1.477,0.0491,4.76,-4.215,1
745,85085,5.04,18,0,8,1.16,3.354,0.0489,4.76,-4.216,1
746,85093,123.14,8,1,0,0.201,2.554,0.0489,4.76,-4.216,0
747,85265,3.89,172,0,19,0.461,4.71,0.0484,4.76,-4.218,1
748,85765,-19.9,500,0,11,1.096,3.807,0.0482,4.76,-4.225,0
749,85778,141.67,13,1,0,0.205,4.437,0.0482,4.76,-4.225,0
750,85812,131.56,34,1,1,0.299,3.824,0.0481,4.76,-4.226,0
751,85836,-4.37,24,0,10,0.936,2.62,0.0481,4.76,-4.226,1
752,85856,129.75,20,1,3,0.265,3.94,0.048,4.76,-4.227,0
753,85928,-4.92,72,0,6,3.508,4.577,0.048,4.76,-4.228,1
754,85947,11.86,19,0,8,1.257,4.138,0.0481,4.76,-4.228,1
755,85965,138.81,18,1,3,0.175,4.746,0.0482,4.76,-4.228,0
756,85970,-10.25,5,0,5,4.452,4.452,0.0483,4.76,-4.228,1
757,86002,12.68,32,0,10,0.586,4.014,0.0483,4.76,-4.229,1
758,86030,12.28,28,0,10,0.322,3.69,0.0485,4.76,-4.229,1
759,86070,113.35,40,1,0,0.252,1.787,0.0484,4.76,-4.23,0
760,86082,133.72,12,1,0,0.221,3.653,0.0485,4.76,-4.23,0
761,86092,125.46,10,1,0,0.25,2.846,0.0485,4.76,-4.23,0
762,86116,135.68,24,1,1,0.241,4.13,0.0485,4.76,-4.23,0
763,86135,15.64,19,0,6,0.319,3.178,0.0488,4.76,-4.231,1
764,86510,-33.09,375,0,15,2.276,3.842,0.0506,4.76,-4.236,1
765,86515,-10.25,5,0,5,1.566,1.566,0.0505,4.76,-4.236,1
766,86521,-13.46,6,0,5,3.922,3.606,0.0505,4.76,-4.236,1
767,86532,-12.69,11,0,7,1.531,1.717,0.0505,4.76,-4.236,1
768,86549,134.03,17,1,0,0.229,3.717,0.0505,4.76,-4.236,0
769,86560,136.94,11,1,0,0.174,3.923,0.0505,4.76,-4.237,0
770,86570,126.59,10,1,0,0.219,2.928,0.0505,4.76,-4.237,0
771,86586,126.8,16,1,0,0.152,2.912,0.0504,4.76,-4.237,0
772,86593,121.66,7,1,0,0.218,2.419,0.0503,4.76,-4.237,0
773,86598,120.06,5,1,0,0.111,2.142,0.0503,4.76,-4.237,0
774,86617,138.4,19,1,1,0.299,4.435,0.0503,4.76,-4.237,0
775,86626,126.52,9,1,0,0.235,2.932,0.0504,4.76,-4.238,0
776,86644,4.26,18,0,7,2.656,4.572,0.0504,4.76,-4.238,1
777,86729,118.3,85,1,10,0.182,4.437,0.0506,4.76,-4.239,0
778,86743,17.61,14,0,5,0.305,3.136,0.0506,4.76,-4.239,1
779,86767,139.52,24,1,2,0.223,4.696,0.0506,4.76,-4.24,0
780,86772,-10.25,5,0,5,4.173,4.173,0.0505,4.76,-4.24,1
781,86783,7.72,11,0,5,1.039,2.866,0.067,4.76,-4.24,1
782,86838,114.2,55,1,11,0.2,4.094,0.0643,4.76,-4.241,0
783,87123,94.06,285,1,28,0.205,4.036,0.0572,4.76,-4.245,0
784,87143,129.09,20,1,0,0.257,3.266,0.0568,4.76,-4.245,0
785,87159,6.41,16,0,5,1.689,3.411,0.0565,4.76,-4.245,1
786,87364,-26.09,205,0,19,1.985,3.401,0.0542,4.76,-4.248,1
787,87370,121.27,6,1,0,0.248,2.405,0.0542,4.76,-4.248,0
788,87870,-24.88,500,0,4,2.158,2.97,0.0526,4.76,-4.255,0
789,87878,107.77,8,1,0,0.286,1.102,0.0525,4.76,-4.255,0
790,87922,124.17,44,1,0,0.264,2.901,0.0521,4.76,-4.256,0
791,87972,-0.8,50,0,6,2.928,4.298,0.0519,4.76,-4.257,1
792,88030,106.13,58,1,11,0.251,3.354,0.0517,4.76,-4.258,0
793,88078,139.27,48,1,0,0.287,4.455,0.0516,4.76,-4.258,0
794,88094,128.71,16,1,0,0.283,3.235,0.0516,4.76,-4.258,0
795,88112,141.03,18,1,0,0.19,4.383,0.0515,4.76,-4.259,0
796,88137,-20.95,25,0,9,2.574,2.405,0.0514,4.76,-4.259,1
797,88151,140.33,14,1,0,0.298,4.401,0.0515,4.76,-4.259,0
798,88161,129.25,10,1,0,0.246,3.221,0.0515,4.76,-4.259,0
799,88311,-35.35,150,0,20,3.768,3.983,0.0512,4.76,-4.262,1
800,88325,137.16,14,1,0,0.286,4.072,0.0513,4.76,-4.262,0
801,88825,-35.46,500,0,3,4.417,3.971,0.0505,5.14,-4.269,0
802,88840,121.68,15,1,0,0.272,2.514,0.0505,5.14,-4.269,0
803,88856,147.67,16,1,0,0.233,5.08,0.0503,5.14,-4.269,0
804,89220,-17.92,364,0,62,1.741,4.769,0.049,5.14,-4.275,1
805,89230,130.91,10,1,0,0.256,3.397,0.049,5.14,-4.275,0
806,89306,18.46,76,0,9,0.825,4.851,0.049,5.14,-4.276,1
807,89328,11.0,22,0,8,1.754,4.565,0.049,5.14,-4.276,1
808,89397,143.4,69,1,0,0.208,4.893,0.0491,5.14,-4.277,0
809,89421,-2.2,24,0,9,1.017,2.717,0.049,5.14,-4.277,1
810,89432,138.98,11,1,0,0.239,4.192,0.049,5.14,-4.278,0
811,89459,9.8,27,0,10,1.112,4.227,0.049,5.55,-4.278,1
812,89959,-35.76,500,0,6,3.614,3.738,0.0496,5.55,-4.285,0
813,89966,-8.12,7,0,6,2.326,2.75,0.0496,5.55,-4.285,1
814,89982,133.15,16,1,1,0.209,3.804,0.0497,5.55,-4.285,0
815,90004,20.28,22,0,6,0.342,3.68,0.0497,5.55,-4.286,1
816,90504,-44.85,500,0,1,7.16,5.375,0.0504,5.55,-4.293,0
817,91004,-34.23,500,0,12,3.74,5.218,0.0489,5.55,-4.3,0
818,91504,-39.86,500,0,36,2.71,4.224,0.0491,5.55,-4.307,0
819,91509,-10.25,5,0,5,5.377,5.377,0.0491,5.55,-4.307,1
820,91518,128.25,9,1,0,0.237,3.107,0.049,5.55,-4.307,0
821,91531,6.11,13,0,5,3.455,5.131,0.0489,5.55,-4.308,1
822,91543,-2.37,12,0,5,4.29,5.113,0.0489,5.55,-4.308,1
823,91656,8.99,113,0,8,0.454,3.518,0.0485,5.55,-4.309,1
824,92156,-30.42,500,0,0,4.819,4.277,0.0498,5.55,-4.317,0
825,92161,-10.25,5,0,5,3.937,3.937,0.0499,5.55,-4.317,1
826,92171,123.79,10,1,0,0.262,2.692,0.05,5.55,-4.317,0
827,92183,10.2,12,0,5,0.84,2.92,0.0501,5.55,-4.317,1
828,92320,-18.44,137,0,16,2.548,4.389,0.0503,5.55,-4.319,1
829,92767,-30.96,447,0,17,1.258,3.397,0.0505,5.55,-4.325,1
830,92821,-12.44,54,0,15,1.341,3.367,0.0506,5.55,-4.326,1
831,92909,-28.04,88,0,26,4.916,5.552,0.0633,5.55,-4.327,1
832,92917,-4.14,8,0,5,4.425,5.051,0.0629,5.55,-4.327,1
833,92936,-26.96,19,0,8,6.411,5.41,0.0622,5.55,-4.328,1
834,92998,112.4,62,1,0,0.299,1.849,0.0596,5.55,-4.329,0
835,93003,-10.25,5,0,5,2.367,2.367,0.0595,5.55,-4.329,1
836,93152,-22.68,149,0,25,1.877,3.354,0.0562,5.55,-4.331,1
837,93264,-72.11,112,0,10,8.821,4.17,0.0548,5.55,-4.332,1
838,93278,113.59,14,1,0,0.228,1.657,0.0547,5.55,-4.333,0
839,93349,141.43,71,1,0,0.291,4.788,0.0541,5.55,-4.334,0
840,93474,124.99,125,1,5,0.27,4.394,0.0523,5.55,-4.335,0
841,93974,-34.4,500,0,11,4.102,5.362,0.051,5.55,-4.342,0
842,94191,-45.66,217,0,25,5.843,5.362,0.0506,5.55,-4.346,1
843,94221,5.94,30,0,10,1.265,4.008,0.0504,5.55,-4.346,1
844,94304,-15.53,83,0,35,3.475,5.337,0.0504,5.55,-4.347,1
845,94470,-42.51,166,0,14,6.042,5.421,0.05,5.55,-4.35,1
846,94494,14.56,24,0,7,1.229,4.205,0.0499,5.55,-4.35,1
847,94679,-19.2,185,0,75,2.626,4.631,0.0492,5.55,-4.353,1
848,94698,133.4,19,1,0,0.276,3.711,0.0492,5.55,-4.353,0
849,94721,-8.98,23,0,6,4.85,5.267,0.0492,5.55,-4.353,1
850,94786,146.28,65,1,1,0.207,5.36,0.0494,5.55,-4.354,0
851,94986,112.27,200,1,8,0.145,3.971,0.0495,5.55,-4.357,0
852,94996,-9.24,10,0,5,5.115,5.241,0.0494,5.55,-4.357,1
853,95099,106.87,103,1,2,0.283,1.885,0.0488,5.55,-4.359,0
854,95195,-11.92,96,0,11,1.204,2.692,0.0482,5.55,-4.36,1
855,95202,129.04,7,1,0,0.2,3.139,0.0481,5.55,-4.36,0
856,95242,124.41,40,1,0,0.287,2.928,0.048,5.55,-4.361,0
857,95742,-33.04,500,0,21,2.157,4.353,0.0473,5.55,-4.368,0
858,95763,-19.66,21,0,6,3.589,2.928,0.0472,5.55,-4.368,1
859,95770,-3.67,7,0,5,0.786,1.454,0.0472,5.55,-4.368,1
860,96270,-40.16,500,0,8,2.817,2.901,0.0485,5.55,-4.375,0
861,96286,148.51,16,1,0,0.204,5.135,0.0485,5.55,-4.376,0
862,96318,137.4,32,1,0,0.251,4.152,0.0485,5.55,-4.376,0
863,96391,10.49,73,0,8,1.21,4.224,0.0485,5.55,-4.377,1
864,96442,-36.92,51,0,10,6.391,4.955,0.0484,5.55,-4.378,1
865,96462,139.54,20,1,0,0.237,4.29,0.0485,5.55,-4.378,0
866,96477,12.88,15,0,5,1.946,4.308,0.0486,5.55,-4.378,1
867,96489,128.95,12,1,0,0.265,3.221,0.0487,5.55,-4.378,0
868,96544,20.6,55,0,5,1.472,4.807,0.0486,5.55,-4.379,1
869,96585,127.91,41,1,0,0.27,3.266,0.0488,5.55,-4.38,0
870,96596,114.52,11,1,0,0.261,1.768,0.0489,5.55,-4.38,0
871,96604,-16.31,8,0,7,1.792,1.602,0.0489,5.55,-4.38,1
872,96616,139.32,12,1,0,0.277,4.269,0.0489,5.55,-4.38,0
873,96636,150.38,20,1,0,0.241,5.379,0.049,5.55,-4.381,0
874,97136,-50.97,500,0,4,6.413,4.616,0.049,5.55,-4.388,0
875,97140,111.26,4,1,0,0.153,1.299,0.0491,5.55,-4.388,0
876,97216,20.32,76,0,10,0.699,5.111,0.049,5.55,-4.389,1
877,97228,16.16,12,0,5,1.296,3.971,0.0489,5.55,-4.389,1
878,97234,-13.12,6,0,5,5.1,4.819,0.0489,5.55,-4.389,1
879,97253,126.61,19,1,0,0.11,2.866,0.049,5.55,-4.389,0
880,97289,-21.94,36,0,15,1.702,2.687,0.0489,5.55,-4.39,1
881,97789,-39.77,500,0,14,4.096,5.419,0.0548,5.55,-4.397,0
882,97798,-5.57,9,0,6,3.343,4.031,0.0546,5.55,-4.397,1
883,97807,-6.83,9,0,6,4.431,4.993,0.0545,5.55,-4.397,1
884,97870,121.13,63,1,2,0.268,3.096,0.0535,5.55,-4.398,0
885,97883,133.17,13,1,0,0.183,3.565,0.0534,5.55,-4.398,0
886,98102,-0.44,219,0,5,3.417,5.468,0.0514,5.55,-4.401,1
887,98602,-10.12,500,0,0,3.516,5.004,0.0496,5.55,-4.409,0
888,98622,12.96,20,0,9,1.72,4.916,0.0494,5.55,-4.409,1
889,99122,-22.56,500,0,1,3.595,4.039,0.0477,5.55,-4.416,0
890,99622,-19.78,500,0,0,4.254,4.777,0.0472,5.55,-4.423,0
891,99651,20.39,29,0,6,1.665,5.049,0.0471,5.55,-4.424,1
892,99734,-25.36,83,0,6,4.795,3.874,0.0471,5.55,-4.425,1
893,99759,149.75,25,1,0,0.294,5.394,0.047,5.55,-4.425,0
894,100259,-26.89,500,0,5,3.813,4.623,0.0466,5.55,-4.432,0
895,100294,104.64,35,1,10,0.163,2.802,0.0467,5.55,-4.433,0
896,100794,-51.91,500,0,9,6.341,5.45,0.0474,5.55,-4.44,0
897,100817,129.1,23,1,4,0.255,4.08,0.0474,5.55,-4.44,0
898,100841,131.3,24,1,2,0.279,3.929,0.0475,5.55,-4.441,0
899,101341,-60.84,500,0,1,7.693,4.308,0.0478,5.55,-4.448,0
900,101841,-35.5,500,0,1,3.422,2.572,0.0473,5.55,-4.455,0
901,101907,-2.56,66,0,22,0.878,3.952,0.0472,5.55,-4.456,1
902,101912,-10.25,5,0,5,3.966,3.966,0.0472,5.55,-4.456,1
903,101939,-6.4,27,0,9,0.362,1.657,0.047,5.55,-4.456,1
904,101950,142.33,11,1,0,0.141,4.429,0.047,5.55,-4.456,0
905,101956,117.97,6,1,0,0.283,2.111,0.047,5.55,-4.457,0
906,101966,-9.65,10,0,8,4.47,5.155,0.0469,5.55,-4.457,1
907,101973,122.52,7,1,0,0.2,2.487,0.0469,5.55,-4.457,0
908,101984,4.18,11,0,5,1.934,3.407,0.0469,5.55,-4.457,1
909,102015,-0.8,31,0,12,0.441,2.916,0.0467,5.55,-4.457,1
910,102053,21.95,38,0,11,0.931,5.515,0.0467,5.55,-4.458,1
911,102065,3.64,12,0,6,3.071,4.696,0.0468,5.55,-4.458,1
912,102077,146.75,12,1,0,0.151,4.886,0.0466,5.55,-4.458,0
913,102083,-7.6,6,0,5,2.688,2.958,0.0466,5.55,-4.458,1
914,102113,150.0,30,1,0,0.279,5.429,0.0464,5.55,-4.459,0
915,102134,141.65,21,1,2,0.14,4.809,0.0465,5.55,-4.459,0
916,102142,130.41,8,1,0,0.185,3.266,0.0464,5.55,-4.459,0
917,102148,-9.05,6,0,5,3.168,3.293,0.0464,5.55,-4.459,1
918,102371,-41.49,223,0,15,1.737,1.704,0.046,5.55,-4.462,1
919,102871,-24.55,500,0,1,5.211,5.456,0.0455,5.55,-4.47,0
920,103340,-29.21,469,0,13,2.609,4.633,0.0458,5.55,-4.476,1
921,103363,140.53,23,1,4,0.27,5.237,0.0458,5.55,-4.477,0
922,103385,140.26,22,1,0,0.288,4.424,0.0458,5.55,-4.477,0
923,103401,139.72,16,1,0,0.153,4.205,0.0457,5.55,-4.477,0
924,103422,150.74,21,1,0,0.09,5.269,0.0457,5.55,-4.477,0
925,103569,129.25,147,1,7,0.269,5.329,0.046,5.55,-4.48,0
926,104069,-14.88,500,0,0,2.531,3.543,0.0451,5.55,-4.487,0
927,104088,120.66,19,1,0,0.225,2.386,0.0451,5.55,-4.487,0
928,104100,134.96,12,1,0,0.23,3.786,0.045,5.55,-4.487,0
929,104111,130.88,11,1,1,0.273,3.616,0.0449,5.55,-4.487,0
930,104611,-42.96,500,0,7,4.393,3.997,0.0441,5.55,-4.494,0
931,104618,-4.34,7,0,5,2.018,2.62,0.0671,5.55,-4.495,1
932,105118,-13.02,500,0,2,2.956,4.555,0.0553,5.55,-4.502,0
933,105140,-3.38,22,0,11,0.898,2.87,0.0551,5.55,-4.502,1
934,105151,140.48,11,1,0,0.278,4.381,0.055,5.55,-4.502,0
935,105490,-21.96,339,0,50,2.938,5.437,0.0522,5.55,-4.507,1
936,105701,-22.63,211,0,15,1.285,3.078,0.0504,5.55,-4.51,1
937,105708,-4.47,7,0,5,1.458,2.046,0.0504,5.55,-4.51,1
938,105718,130.36,10,1,0,0.275,3.361,0.0503,5.55,-4.51,0
939,105736,12.48,18,0,7,1.386,4.124,0.0501,5.55,-4.511,1
940,105751,107.88,15,1,0,0.143,1.006,0.05,5.55,-4.511,0
941,105760,-6.22,9,0,7,0.6,1.423,0.05,5.55,-4.511,1
942,105777,130.0,17,1,0,0.272,3.357,0.0498,5.55,-4.511,0
943,105799,142.41,22,1,4,0.188,5.339,0.0496,5.55,-4.511,0
944,105806,123.99,7,1,0,0.274,2.708,0.0495,5.55,-4.512,0
945,106306,-4.06,500,0,6,1.826,5.12,0.0466,5.55,-4.519,0
946,106320,128.52,14,1,3,0.18,3.702,0.0467,5.55,-4.519,0
947,106333,126.3,13,1,2,0.198,3.293,0.0467,5.55,-4.519,0
948,106344,135.9,11,1,0,0.192,3.836,0.0467,5.55,-4.519,0
949,106349,-10.25,5,0,5,4.424,4.424,0.0466,5.55,-4.519,1
950,106363,-5.59,14,0,5,3.619,4.13,0.0466,5.55,-4.519,1
951,106386,147.18,23,1,0,0.296,5.129,0.0466,5.55,-4.52,0
952,106395,-5.08,9,0,5,2.939,3.476,0.0465,5.55,-4.52,1
953,106399,114.6,4,1,0,0.224,1.704,0.0465,5.55,-4.52,0
954,106415,147.17,16,1,0,0.199,4.995,0.0466,5.55,-4.52,0
955,106452,139.5,37,1,5,0.033,5.168,0.0466,5.55,-4.521,0
956,106487,33.61,35,0,5,0.918,5.454,0.0466,5.55,-4.521,1
957,106498,1.28,11,0,7,3.665,5.248,0.0467,5.55,-4.521,1
958,106545,22.65,47,0,8,0.523,4.623,0.0466,5.55,-4.522,1
959,106559,129.14,14,1,1,0.22,3.404,0.0466,5.55,-4.522,0
960,106788,109.23,229,1,0,0.226,2.295,0.0467,5.55,-4.526,0
961,107288,-32.35,500,0,0,5.614,4.879,0.0464,5.55,-4.533,0
962,107298,129.82,10,1,0,0.238,3.269,0.0464,5.55,-4.533,0
963,107307,6.13,9,0,5,2.339,3.997,0.0465,5.55,-4.533,1
964,107562,-0.88,255,0,55,1.331,5.517,0.0468,5.55,-4.537,1
965,107573,128.03,11,1,0,0.22,3.078,0.0468,5.55,-4.537,0
966,107582,136.02,9,1,0,0.175,3.821,0.0468,5.55,-4.537,0
967,107596,134.94,14,1,0,0.254,3.818,0.0468,5.55,-4.537,0
968,107622,140.35,26,1,0,0.294,4.46,0.0466,5.55,-4.537,0
969,107723,-15.03,101,0,23,0.534,2.537,0.0468,5.55,-4.539,1
970,108223,-32.2,500,0,3,4.282,4.162,0.0462,5.55,-4.546,0
971,108489,-40.41,266,0,69,3.608,3.897,0.0461,5.55,-4.55,1
972,108495,-7.71,6,0,5,3.6,3.859,0.0461,5.55,-4.55,1
973,108509,136.34,14,1,0,0.262,3.966,0.0461,5.55,-4.55,0
974,108542,-13.52,33,0,6,3.546,3.559,0.0458,5.55,-4.551,1
975,109042,-48.1,500,0,6,6.047,4.936,0.0458,5.55,-4.558,0
976,109060,18.63,18,0,5,1.407,4.36,0.0459,5.55,-4.558,1
977,109080,152.4,20,1,0,0.138,5.479,0.0459,5.55,-4.558,0
978,109580,-35.51,500,0,0,6.089,5.038,0.045,5.55,-4.565,0
979,109990,-26.03,410,0,22,1.378,3.824,0.045,5.55,-4.571,1
980,110010,2.14,20,0,9,1.467,3.581,0.0447,5.55,-4.572,1
981,110098,115.68,88,1,0,0.161,2.169,0.0628,5.55,-4.573,0
982,110305,-9.18,207,0,19,1.851,4.968,0.0569,5.55,-4.576,1
983,110805,-36.14,500,0,2,6.099,5.385,0.0513,5.55,-4.583,0
984,110864,141.88,59,1,2,0.283,5.166,0.051,5.55,-4.584,0
985,110870,-6.69,6,0,5,4.413,4.774,0.0509,5.55,-4.584,1
986,110918,0.1,48,0,17,1.092,4.342,0.0505,5.55,-4.585,1
987,110924,-5.36,6,0,5,2.809,3.303,0.0504,5.55,-4.585,1
988,111000,143.37,76,1,0,0.108,4.826,0.05,5.55,-4.586,0
989,111014,150.89,14,1,0,0.295,5.454,0.05,5.55,-4.586,0
990,111103,-22.39,89,0,19,2.26,3.466,0.0493,5.55,-4.587,1
991,111144,18.53,41,0,14,0.631,5.489,0.0491,5.55,-4.588,1
992,111644,-19.96,500,0,1,2.6,3.303,0.0486,5.55,-4.595,0
993,111654,134.03,10,1,0,0.163,3.616,0.0486,5.55,-4.595,0
994,111670,147.17,16,1,0,0.279,5.076,0.0486,5.55,-4.595,0
995,111678,0.77,8,0,5,2.585,3.702,0.0486,5.55,-4.595,1
996,111702,30.51,24,0,5,1.019,5.19,0.0485,5.55,-4.596,1
997,111728,4.79,26,0,8,2.47,4.679,0.0485,5.55,-4.596,1
998,111733,117.21,5,1,0,0.18,1.927,0.0485,5.55,-4.596,0
999,111749,135.68,16,1,0,0.273,3.92,0.0484,5.55,-4.596,0
1000,111755,117.91,6,1,0,0.274,2.095,0.0484,5.55,-4.596,0
1001,111792,133.18,37,1,0,0.286,3.789,0.0483,5.55,-4.597,0
1002,111806,137.51,14,1,2,0.276,4.497,0.0483,5.55,-4.597,0
1003,111824,145.34,18,1,0,0.296,4.92,0.0482,5.55,-4.597,0
1004,111845,126.29,21,1,3,0.244,3.578,0.0483,5.55,-4.598,0
1005,111856,129.63,11,1,0,0.289,3.307,0.0483,5.55,-4.598,0
1006,111865,123.48,9,1,0,0.205,2.598,0.0483,5.55,-4.598,0
1007,111894,148.21,29,1,0,0.269,5.235,0.0484,5.55,-4.598,0
1008,111914,134.47,20,1,1,0.224,3.971,0.0483,5.55,-4.599,0
1009,111930,147.04,16,1,0,0.294,5.078,0.0483,5.55,-4.599,0
1010,111947,-1.95,17,0,9,1.402,3.092,0.0483,5.55,-4.599,1
1011,112447,-21.6,500,0,0,4.953,5.293,0.0468,6.0,-4.606,0
1012,112455,121.42,8,1,0,0.278,2.46,0.0468,6.0,-4.607,0
1013,112470,14.38,15,0,7,2.089,5.002,0.0468,6.0,-4.607,1
1014,112489,-21.37,19,0,13,3.399,3.957,0.0468,6.0,-4.607,1
1015,112526,-22.61,37,0,7,2.986,2.309,0.0465,6.0,-4.608,1
1016,112679,-56.53,153,0,6,7.859,4.17,0.0467,6.0,-4.61,1
1017,112696,7.8,17,0,8,1.708,4.173,0.0465,6.0,-4.61,1
1018,112701,-10.25,5,0,5,4.565,4.565,0.0465,6.0,-4.61,1
1019,112714,135.93,13,1,0,0.122,3.78,0.0465,6.0,-4.61,0
1020,112759,22.05,45,0,5,2.222,5.652,0.0466,6.0,-4.611,1
1021,112777,14.23,18,0,8,1.91,5.022,0.0465,6.0,-4.611,1
1022,112808,148.11,31,1,0,0.244,5.209,0.0462,6.0,-4.612,0
1023,112902,-105.33,94,0,16,11.979,4.916,0.0463,6.0,-4.613,1
1024,112912,121.24,10,1,0,0.217,2.391,0.0463,6.0,-4.613,0
1025,113120,-38.99,208,0,13,5.071,4.812,0.0473,6.0,-4.616,1
1026,113137,9.47,17,0,8,0.361,2.992,0.0472,6.0,-4.616,1
1027,113637,-27.17,500,0,0,5.853,5.636,0.0461,6.0,-4.623,0
1028,113642,-10.25,5,0,5,2.928,2.928,0.0461,6.0,-4.623,1
1029,113645,112.26,3,1,0,0.15,1.391,0.0461,6.0,-4.623,0
1030,113657,135.81,12,1,0,0.207,3.848,0.0461,6.0,-4.624,0
1031,113744,93.05,87,1,8,0.262,1.602,0.0628,6.0,-4.625,0
1032,113807,-22.8,63,0,6,5.454,4.689,0.0607,6.0,-4.626,1
1033,114307,-27.54,500,0,1,5.456,5.402,0.0512,6.0,-4.633,0
1034,114320,136.79,13,1,0,0.162,3.906,0.051,6.0,-4.633,0
1035,114355,135.61,35,1,4,0.155,4.691,0.0506,6.0,-4.634,0
1036,114376,14.22,21,0,8,0.635,3.762,0.0503,6.0,-4.634,1
1037,114876,-5.59,500,0,7,2.32,5.66,0.0466,6.0,-4.641,0
1038,114888,-9.94,12,0,8,1.121,1.787,0.0466,6.0,-4.641,1
1039,114908,9.52,20,0,5,0.555,2.607,0.0465,6.0,-4.642,1
1040,115008,-12.52,100,0,5,2.105,2.353,0.046,6.0,-4.643,1
1041,115051,17.78,43,0,6,1.762,4.955,0.0458,6.0,-4.644,1
1042,115073,131.1,22,1,3,0.189,4.008,0.0457,6.0,-4.644,0
1043,115573,-34.58,500,0,0,3.565,2.607,0.0449,6.0,-4.651,0
1044,115728,-8.13,155,0,15,1.219,4.181,0.0446,6.0,-4.653,1
1045,115799,-5.56,71,0,13,1.425,3.824,0.0445,6.0,-4.654,1
1046,115868,-10.88,69,0,6,2.795,3.252,0.0443,6.0,-4.655,1
1047,115895,20.46,27,0,10,1.154,5.335,0.0444,6.0,-4.656,1
1048,115900,-10.25,5,0,5,4.562,4.562,0.0444,6.0,-4.656,1
1049,115911,8.48,11,0,5,0.943,2.846,0.0444,6.0,-4.656,1
1050,115927,147.57,16,1,0,0.168,5.004,0.0443,6.0,-4.656,0
1051,115938,-7.34,11,0,6,4.599,5.12,0.0443,6.0,-4.656,1
1052,116011,-11.06,73,0,11,2.602,4.061,0.0447,6.0,-4.657,1
1053,116060,147.82,49,1,1,0.101,5.329,0.0448,6.0,-4.658,0
1054,116083,145.42,23,1,0,0.201,4.858,0.0447,6.0,-4.658,0
1055,116583,-24.87,500,0,5,3.639,4.652,0.0448,6.0,-4.665,0
1056,117083,-37.45,500,0,9,2.734,3.29,0.0442,6.0,-4.673,0
1057,117121,-2.03,38,0,9,1.129,2.916,0.0443,6.0,-4.673,1
